Time,Temperature(°C),Precipitation(mm),Cloudcover(%),Pressure(hPa),Wind Speed(km / h),Dewpoint(°C)
08 03 2018 20:20,18.1,0,24,916.9,10.7,17.3
08 03 2018 20:30,18.1,0,24,916.9,10.7,17.3
08 03 2018 20:40,18.1,0,24,916.9,10.7,17.3
08 03 2018 20:50,18.1,0,24,916.9,10.7,17.3
08 03 2018 21:00,18,0,14,916.7,12.7,17.3
08 03 2018 21:10,18,0,14,916.7,12.7,17.3
08 03 2018 21:20,18,0,14,916.7,12.7,17.3
08 03 2018 21:30,18,0,14,916.7,12.7,17.3
08 03 2018 21:40,18,0,14,916.7,12.7,17.3
08 03 2018 21:50,18,0,14,916.7,12.7,17.3
08 03 2018 22:00,17.8,0,14,916.4,13.2,16.9
08 03 2018 22:10,17.8,0,14,916.4,13.2,16.9
08 03 2018 22:20,17.8,0,14,916.4,13.2,16.9
08 03 2018 22:30,17.8,0,14,916.4,13.2,16.9
08 03 2018 22:40,17.8,0,14,916.4,13.2,16.9
08 03 2018 22:50,17.8,0,14,916.4,13.2,16.9
08 03 2018 23:00,17.6,0,12,916.4,11.5,16.7
08 03 2018 23:10,17.6,0,12,916.4,11.5,16.7
08 03 2018 23:20,17.6,0,12,916.4,11.5,16.7
08 03 2018 23:30,17.6,0,12,916.4,11.5,16.7
08 03 2018 23:40,17.6,0,12,916.4,11.5,16.7
08 03 2018 23:50,17.6,0,12,916.4,11.5,16.7
08 04 2018 00:00,18.1,0,14,916.5,12.7,16.6
08 04 2018 00:10,18.1,0,14,916.5,12.7,16.6
08 04 2018 00:20,18.1,0,14,916.5,12.7,16.6
08 04 2018 00:30,18.1,0,14,916.5,12.7,16.6
08 04 2018 00:40,18.1,0,14,916.5,12.7,16.6
08 04 2018 00:50,18.1,0,14,916.5,12.7,16.6
08 04 2018 01:00,19.1,0,9,917.1,13.7,16.6
08 04 2018 01:10,19.1,0,9,917.1,13.7,16.6
08 04 2018 01:20,19.1,0,9,917.1,13.7,16.6
08 04 2018 01:30,19.1,0,9,917.1,13.7,16.6
08 04 2018 01:40,19.1,0,9,917.1,13.7,16.6
08 04 2018 01:50,19.1,0,9,917.1,13.7,16.6
08 04 2018 02:00,20.2,0,10,917.4,17.9,16.3
08 04 2018 02:10,20.2,0,10,917.4,17.9,16.3
08 04 2018 02:20,20.2,0,10,917.4,17.9,16.3
08 04 2018 02:30,20.2,0,10,917.4,17.9,16.3
08 04 2018 02:40,20.2,0,10,917.4,17.9,16.3
08 04 2018 02:50,20.2,0,10,917.4,17.9,16.3
08 04 2018 03:00,21.6,0,16,917.9,20.6,14.6
08 04 2018 03:10,21.6,0,16,917.9,20.6,14.6
08 04 2018 03:20,21.6,0,16,917.9,20.6,14.6
08 04 2018 03:30,21.6,0,16,917.9,20.6,14.6
08 04 2018 03:40,21.6,0,16,917.9,20.6,14.6
08 04 2018 03:50,21.6,0,16,917.9,20.6,14.6
08 04 2018 04:00,22.7,0,23,918.1,23.4,13.4
08 04 2018 04:10,22.7,0,23,918.1,23.4,13.4
08 04 2018 04:20,22.7,0,23,918.1,23.4,13.4
08 04 2018 04:30,22.7,0,23,918.1,23.4,13.4
08 04 2018 04:40,22.7,0,23,918.1,23.4,13.4
08 04 2018 04:50,22.7,0,23,918.1,23.4,13.4
08 04 2018 05:00,23.7,0.1,20,918.4,24.3,12.4
08 04 2018 05:10,23.7,0.1,20,918.4,24.3,12.4
08 04 2018 05:20,23.7,0.1,20,918.4,24.3,12.4
08 04 2018 05:30,23.7,0.1,20,918.4,24.3,12.4
08 04 2018 05:40,23.7,0.1,20,918.4,24.3,12.4
08 04 2018 05:50,23.7,0.1,20,918.4,24.3,12.4
08 04 2018 06:00,24.2,0,10,918.3,25.2,12.1
08 04 2018 06:10,24.2,0,10,918.3,25.2,12.1
08 04 2018 06:20,24.2,0,10,918.3,25.2,12.1
08 04 2018 06:30,24.2,0,10,918.3,25.2,12.1
08 04 2018 06:40,24.2,0,10,918.3,25.2,12.1
08 04 2018 06:50,24.2,0,10,918.3,25.2,12.1
08 04 2018 07:00,24.5,0,7,918.3,25.7,11.5
08 04 2018 07:10,24.5,0,7,918.3,25.7,11.5
08 04 2018 07:20,24.5,0,7,918.3,25.7,11.5
08 04 2018 07:30,24.5,0,7,918.3,25.7,11.5
08 04 2018 07:40,24.5,0,7,918.3,25.7,11.5
08 04 2018 07:50,24.5,0,7,918.3,25.7,11.5
08 04 2018 08:00,25.2,0,2,918.5,26.5,10.8
08 04 2018 08:10,25.2,0,2,918.5,26.5,10.8
08 04 2018 08:20,25.2,0,2,918.5,26.5,10.8
08 04 2018 08:30,25.2,0,2,918.5,26.5,10.8
08 04 2018 08:40,25.2,0,2,918.5,26.5,10.8
08 04 2018 08:50,25.2,0,2,918.5,26.5,10.8
08 04 2018 09:00,24.7,0,1,918.1,27.8,11
08 04 2018 09:10,24.7,0,1,918.1,27.8,11
08 04 2018 09:20,24.7,0,1,918.1,27.8,11
08 04 2018 09:30,24.7,0,1,918.1,27.8,11
08 04 2018 09:40,24.7,0,1,918.1,27.8,11
08 04 2018 09:50,24.7,0,1,918.1,27.8,11
08 04 2018 10:00,24.2,0,1,918.2,26.6,10.9
08 04 2018 10:10,24.2,0,1,918.2,26.6,10.9
08 04 2018 10:20,24.2,0,1,918.2,26.6,10.9
08 04 2018 10:30,24.2,0,1,918.2,26.6,10.9
08 04 2018 10:40,24.2,0,1,918.2,26.6,10.9
08 04 2018 10:50,24.2,0,1,918.2,26.6,10.9
08 04 2018 11:00,23.3,0,1,918.2,24.5,11.8
08 04 2018 11:10,23.3,0,1,918.2,24.5,11.8
08 04 2018 11:20,23.3,0,1,918.2,24.5,11.8
08 04 2018 11:30,23.3,0,1,918.2,24.5,11.8
08 04 2018 11:40,23.3,0,1,918.2,24.5,11.8
08 04 2018 11:50,23.3,0,1,918.2,24.5,11.8
08 04 2018 12:00,22.2,0,2,918.2,21.2,12.9
08 04 2018 12:10,22.2,0,2,918.2,21.2,12.9
08 04 2018 12:20,22.2,0,2,918.2,21.2,12.9
08 04 2018 12:30,22.2,0,2,918.2,21.2,12.9
08 04 2018 12:40,22.2,0,2,918.2,21.2,12.9
08 04 2018 12:50,22.2,0,2,918.2,21.2,12.9
08 04 2018 13:00,20.9,0,2,918.1,16.9,14.3
08 04 2018 13:10,20.9,0,2,918.1,16.9,14.3
08 04 2018 13:20,20.9,0,2,918.1,16.9,14.3
08 04 2018 13:30,20.9,0,2,918.1,16.9,14.3
08 04 2018 13:40,20.9,0,2,918.1,16.9,14.3
08 04 2018 13:50,20.9,0,2,918.1,16.9,14.3
08 04 2018 14:00,19.9,0,2,918.1,15.3,15.2
08 04 2018 14:10,19.9,0,2,918.1,15.3,15.2
08 04 2018 14:20,19.9,0,2,918.1,15.3,15.2
08 04 2018 14:30,19.9,0,2,918.1,15.3,15.2
08 04 2018 14:40,19.9,0,2,918.1,15.3,15.2
08 04 2018 14:50,19.9,0,2,918.1,15.3,15.2
08 04 2018 15:00,19.2,0,2,918.1,12.5,15.7
08 04 2018 15:10,19.2,0,2,918.1,12.5,15.7
08 04 2018 15:20,19.2,0,2,918.1,12.5,15.7
08 04 2018 15:30,19.2,0,2,918.1,12.5,15.7
08 04 2018 15:40,19.2,0,2,918.1,12.5,15.7
08 04 2018 15:50,19.2,0,2,918.1,12.5,15.7
08 04 2018 16:00,18.6,0,2,917.9,10.3,15.9
08 04 2018 16:10,18.6,0,2,917.9,10.3,15.9
08 04 2018 16:20,18.6,0,2,917.9,10.3,15.9
08 04 2018 16:30,18.6,0,2,917.9,10.3,15.9
08 04 2018 16:40,18.6,0,2,917.9,10.3,15.9
08 04 2018 16:50,18.6,0,2,917.9,10.3,15.9
08 04 2018 17:00,18.3,0,2,917.7,9.8,15.7
08 04 2018 17:10,18.3,0,2,917.7,9.8,15.7
08 04 2018 17:20,18.3,0,2,917.7,9.8,15.7
08 04 2018 17:30,18.3,0,2,917.7,9.8,15.7
08 04 2018 17:40,18.3,0,2,917.7,9.8,15.7
08 04 2018 17:50,18.3,0,2,917.7,9.8,15.7
08 04 2018 18:00,18,0,3,917.6,9.5,15.3
08 04 2018 18:10,18,0,3,917.6,9.5,15.3
08 04 2018 18:20,18,0,3,917.6,9.5,15.3
08 04 2018 18:30,18,0,3,917.6,9.5,15.3
08 04 2018 18:40,18,0,3,917.6,9.5,15.3
08 04 2018 18:50,18,0,3,917.6,9.5,15.3
08 04 2018 19:00,17.9,0,3,917.3,9.7,15.1
08 04 2018 19:10,17.9,0,3,917.3,9.7,15.1
08 04 2018 19:20,17.9,0,3,917.3,9.7,15.1
08 04 2018 19:30,17.9,0,3,917.3,9.7,15.1
08 04 2018 19:40,17.9,0,3,917.3,9.7,15.1
08 04 2018 19:50,17.9,0,3,917.3,9.7,15.1
08 04 2018 20:00,17.5,0,8,917.4,6.3,15.7
08 04 2018 20:10,17.5,0,8,917.4,6.3,15.7
08 04 2018 20:20,17.5,0,8,917.4,6.3,15.7
08 04 2018 20:30,17.5,0,8,917.4,6.3,15.7
08 04 2018 20:40,17.5,0,8,917.4,6.3,15.7
08 04 2018 20:50,17.5,0,8,917.4,6.3,15.7
08 04 2018 21:00,17.7,0,15,917.4,7.4,15.9
08 04 2018 21:10,17.7,0,15,917.4,7.4,15.9
08 04 2018 21:20,17.7,0,15,917.4,7.4,15.9
08 04 2018 21:30,17.7,0,15,917.4,7.4,15.9
08 04 2018 21:40,17.7,0,15,917.4,7.4,15.9
08 04 2018 21:50,17.7,0,15,917.4,7.4,15.9
08 04 2018 22:00,17.7,0,29,917,8.7,16.2
08 04 2018 22:10,17.7,0,29,917,8.7,16.2
08 04 2018 22:20,17.7,0,29,917,8.7,16.2
08 04 2018 22:30,17.7,0,29,917,8.7,16.2
08 04 2018 22:40,17.7,0,29,917,8.7,16.2
08 04 2018 22:50,17.7,0,29,917,8.7,16.2
08 04 2018 23:00,17.7,0,44,917.5,9.2,16.3
08 04 2018 23:10,17.7,0,44,917.5,9.2,16.3
08 04 2018 23:20,17.7,0,44,917.5,9.2,16.3
08 04 2018 23:30,17.7,0,44,917.5,9.2,16.3
08 04 2018 23:40,17.7,0,44,917.5,9.2,16.3
08 04 2018 23:50,17.7,0,44,917.5,9.2,16.3
08 05 2018 00:00,18.4,0,37,918,11.8,16.3
08 05 2018 00:10,18.4,0,37,918,11.8,16.3
08 05 2018 00:20,18.4,0,37,918,11.8,16.3
08 05 2018 00:30,18.4,0,37,918,11.8,16.3
08 05 2018 00:40,18.4,0,37,918,11.8,16.3
08 05 2018 00:50,18.4,0,37,918,11.8,16.3
08 05 2018 01:00,19.3,0,37,918.5,13.5,16.3
08 05 2018 01:10,19.3,0,37,918.5,13.5,16.3
08 05 2018 01:20,19.3,0,37,918.5,13.5,16.3
08 05 2018 01:30,19.3,0,37,918.5,13.5,16.3
08 05 2018 01:40,19.3,0,37,918.5,13.5,16.3
08 05 2018 01:50,19.3,0,37,918.5,13.5,16.3
08 05 2018 02:00,20.3,0,37,918.8,16.3,16.2
08 05 2018 02:10,20.3,0,37,918.8,16.3,16.2
08 05 2018 02:20,20.3,0,37,918.8,16.3,16.2
08 05 2018 02:30,20.3,0,37,918.8,16.3,16.2
08 05 2018 02:40,20.3,0,37,918.8,16.3,16.2
08 05 2018 02:50,20.3,0,37,918.8,16.3,16.2
08 05 2018 03:00,21.3,0,38,918.9,18.4,15.2
08 05 2018 03:10,21.3,0,38,918.9,18.4,15.2
08 05 2018 03:20,21.3,0,38,918.9,18.4,15.2
08 05 2018 03:30,21.3,0,38,918.9,18.4,15.2
08 05 2018 03:40,21.3,0,38,918.9,18.4,15.2
08 05 2018 03:50,21.3,0,38,918.9,18.4,15.2
08 05 2018 04:00,22.6,0,35,919.6,18.5,14.3
08 05 2018 04:10,22.6,0,35,919.6,18.5,14.3
08 05 2018 04:20,22.6,0,35,919.6,18.5,14.3
08 05 2018 04:30,22.6,0,35,919.6,18.5,14.3
08 05 2018 04:40,22.6,0,35,919.6,18.5,14.3
08 05 2018 04:50,22.6,0,35,919.6,18.5,14.3
08 05 2018 05:00,24,0,32,919.8,19.6,13.1
08 05 2018 05:10,24,0,32,919.8,19.6,13.1
08 05 2018 05:20,24,0,32,919.8,19.6,13.1
08 05 2018 05:30,24,0,32,919.8,19.6,13.1
08 05 2018 05:40,24,0,32,919.8,19.6,13.1
08 05 2018 05:50,24,0,32,919.8,19.6,13.1
08 05 2018 06:00,25,0,23,919.8,20.6,12.5
08 05 2018 06:10,25,0,23,919.8,20.6,12.5
08 05 2018 06:20,25,0,23,919.8,20.6,12.5
08 05 2018 06:30,25,0,23,919.8,20.6,12.5
08 05 2018 06:40,25,0,23,919.8,20.6,12.5
08 05 2018 06:50,25,0,23,919.8,20.6,12.5
08 05 2018 07:00,25.6,0,3,919.5,22.6,12
08 05 2018 07:10,25.6,0,3,919.5,22.6,12
08 05 2018 07:20,25.6,0,3,919.5,22.6,12
08 05 2018 07:30,25.6,0,3,919.5,22.6,12
08 05 2018 07:40,25.6,0,3,919.5,22.6,12
08 05 2018 07:50,25.6,0,3,919.5,22.6,12
08 05 2018 08:00,25.6,0,22,919.8,20.2,11.3
08 05 2018 08:10,25.6,0,22,919.8,20.2,11.3
08 05 2018 08:20,25.6,0,22,919.8,20.2,11.3
08 05 2018 08:30,25.6,0,22,919.8,20.2,11.3
08 05 2018 08:40,25.6,0,22,919.8,20.2,11.3
08 05 2018 08:50,25.6,0,22,919.8,20.2,11.3
08 05 2018 09:00,25.3,0,35,919.4,21.3,12.2
08 05 2018 09:10,25.3,0,35,919.4,21.3,12.2
08 05 2018 09:20,25.3,0,35,919.4,21.3,12.2
08 05 2018 09:30,25.3,0,35,919.4,21.3,12.2
08 05 2018 09:40,25.3,0,35,919.4,21.3,12.2
08 05 2018 09:50,25.3,0,35,919.4,21.3,12.2
08 05 2018 10:00,24.2,0,16,919.1,22.1,14.1
08 05 2018 10:10,24.2,0,16,919.1,22.1,14.1
08 05 2018 10:20,24.2,0,16,919.1,22.1,14.1
08 05 2018 10:30,24.2,0,16,919.1,22.1,14.1
08 05 2018 10:40,24.2,0,16,919.1,22.1,14.1
08 05 2018 10:50,24.2,0,16,919.1,22.1,14.1
08 05 2018 11:00,23.6,0,15,919.2,21.5,14.5
08 05 2018 11:10,23.6,0,15,919.2,21.5,14.5
08 05 2018 11:20,23.6,0,15,919.2,21.5,14.5
08 05 2018 11:30,23.6,0,15,919.2,21.5,14.5
08 05 2018 11:40,23.6,0,15,919.2,21.5,14.5
08 05 2018 11:50,23.6,0,15,919.2,21.5,14.5
08 05 2018 12:00,22.6,0,15,918.8,19.6,15
08 05 2018 12:10,22.6,0,15,918.8,19.6,15
08 05 2018 12:20,22.6,0,15,918.8,19.6,15
08 05 2018 12:30,22.6,0,15,918.8,19.6,15
08 05 2018 12:40,22.6,0,15,918.8,19.6,15
08 05 2018 12:50,22.6,0,15,918.8,19.6,15
08 05 2018 13:00,21.4,0,8,918.8,15.6,16.2
08 05 2018 13:10,21.4,0,8,918.8,15.6,16.2
08 05 2018 13:20,21.4,0,8,918.8,15.6,16.2
08 05 2018 13:30,21.4,0,8,918.8,15.6,16.2
08 05 2018 13:40,21.4,0,8,918.8,15.6,16.2
08 05 2018 13:50,21.4,0,8,918.8,15.6,16.2
08 05 2018 14:00,20.4,0,6,918.9,12.7,17.1
08 05 2018 14:10,20.4,0,6,918.9,12.7,17.1
08 05 2018 14:20,20.4,0,6,918.9,12.7,17.1
08 05 2018 14:30,20.4,0,6,918.9,12.7,17.1
08 05 2018 14:40,20.4,0,6,918.9,12.7,17.1
08 05 2018 14:50,20.4,0,6,918.9,12.7,17.1
08 05 2018 15:00,19.6,0,6,919.1,10.7,17.7
08 05 2018 15:10,19.6,0,6,919.1,10.7,17.7
08 05 2018 15:20,19.6,0,6,919.1,10.7,17.7
08 05 2018 15:30,19.6,0,6,919.1,10.7,17.7
08 05 2018 15:40,19.6,0,6,919.1,10.7,17.7
08 05 2018 15:50,19.6,0,6,919.1,10.7,17.7
08 05 2018 16:00,19,0,6,918.9,8.8,17.8
08 05 2018 16:10,19,0,6,918.9,8.8,17.8
08 05 2018 16:20,19,0,6,918.9,8.8,17.8
08 05 2018 16:30,19,0,6,918.9,8.8,17.8
08 05 2018 16:40,19,0,6,918.9,8.8,17.8
08 05 2018 16:50,19,0,6,918.9,8.8,17.8
08 05 2018 17:00,18.6,0,7,918.7,8.1,17.8
08 05 2018 17:10,18.6,0,7,918.7,8.1,17.8
08 05 2018 17:20,18.6,0,7,918.7,8.1,17.8
08 05 2018 17:30,18.6,0,7,918.7,8.1,17.8
08 05 2018 17:40,18.6,0,7,918.7,8.1,17.8
08 05 2018 17:50,18.6,0,7,918.7,8.1,17.8
08 05 2018 18:00,18.2,0,8,918.5,7,17.7
08 05 2018 18:10,18.2,0,8,918.5,7,17.7
08 05 2018 18:20,18.2,0,8,918.5,7,17.7
08 05 2018 18:30,18.2,0,8,918.5,7,17.7
08 05 2018 18:40,18.2,0,8,918.5,7,17.7
08 05 2018 18:50,18.2,0,8,918.5,7,17.7
08 05 2018 19:00,17.9,0,9,918.4,6.2,17.6
08 05 2018 19:10,17.9,0,9,918.4,6.2,17.6
08 05 2018 19:20,17.9,0,9,918.4,6.2,17.6
08 05 2018 19:30,17.9,0,9,918.4,6.2,17.6
08 05 2018 19:40,17.9,0,9,918.4,6.2,17.6
08 05 2018 19:50,17.9,0,9,918.4,6.2,17.6
08 05 2018 20:00,16.8,0,2,918.3,7.1,16.3
08 05 2018 20:10,16.8,0,2,918.3,7.1,16.3
08 05 2018 20:20,16.8,0,2,918.3,7.1,16.3
08 05 2018 20:30,16.8,0,2,918.3,7.1,16.3
08 05 2018 20:40,16.8,0,2,918.3,7.1,16.3
08 05 2018 20:50,16.8,0,2,918.3,7.1,16.3
08 05 2018 21:00,16.6,0,1,918.2,6.6,16.3
08 05 2018 21:10,16.6,0,1,918.2,6.6,16.3
08 05 2018 21:20,16.6,0,1,918.2,6.6,16.3
08 05 2018 21:30,16.6,0,1,918.2,6.6,16.3
08 05 2018 21:40,16.6,0,1,918.2,6.6,16.3
08 05 2018 21:50,16.6,0,1,918.2,6.6,16.3
08 05 2018 22:00,15.8,0,2,917.6,7.2,15.6
08 05 2018 22:10,15.8,0,2,917.6,7.2,15.6
08 05 2018 22:20,15.8,0,2,917.6,7.2,15.6
08 05 2018 22:30,15.8,0,2,917.6,7.2,15.6
08 05 2018 22:40,15.8,0,2,917.6,7.2,15.6
08 05 2018 22:50,15.8,0,2,917.6,7.2,15.6
08 05 2018 23:00,15.3,0,2,917.5,8,15.1
08 05 2018 23:10,15.3,0,2,917.5,8,15.1
08 05 2018 23:20,15.3,0,2,917.5,8,15.1
08 05 2018 23:30,15.3,0,2,917.5,8,15.1
08 05 2018 23:40,15.3,0,2,917.5,8,15.1
08 05 2018 23:50,15.3,0,2,917.5,8,15.1
08 06 2018 00:00,17.4,0,4,918.5,7.9,16.6
08 06 2018 00:10,17.4,0,4,918.5,7.9,16.6
08 06 2018 00:20,17.4,0,4,918.5,7.9,16.6
08 06 2018 00:30,17.4,0,4,918.5,7.9,16.6
08 06 2018 00:40,17.4,0,4,918.5,7.9,16.6
08 06 2018 00:50,17.4,0,4,918.5,7.9,16.6
08 06 2018 01:00,19.2,0,3,919.3,9.3,16.6
08 06 2018 01:10,19.2,0,3,919.3,9.3,16.6
08 06 2018 01:20,19.2,0,3,919.3,9.3,16.6
08 06 2018 01:30,19.2,0,3,919.3,9.3,16.6
08 06 2018 01:40,19.2,0,3,919.3,9.3,16.6
08 06 2018 01:50,19.2,0,3,919.3,9.3,16.6
08 06 2018 02:00,20.8,0,1,919.6,12.6,15.3
08 06 2018 02:10,20.8,0,1,919.6,12.6,15.3
08 06 2018 02:20,20.8,0,1,919.6,12.6,15.3
08 06 2018 02:30,20.8,0,1,919.6,12.6,15.3
08 06 2018 02:40,20.8,0,1,919.6,12.6,15.3
08 06 2018 02:50,20.8,0,1,919.6,12.6,15.3
08 06 2018 03:00,22,0,1,920.1,14.8,14.5
08 06 2018 03:10,22,0,1,920.1,14.8,14.5
08 06 2018 03:20,22,0,1,920.1,14.8,14.5
08 06 2018 03:30,22,0,1,920.1,14.8,14.5
08 06 2018 03:40,22,0,1,920.1,14.8,14.5
08 06 2018 03:50,22,0,1,920.1,14.8,14.5
08 06 2018 04:00,22.9,0,3,920.4,14.8,14.2
08 06 2018 04:10,22.9,0,3,920.4,14.8,14.2
08 06 2018 04:20,22.9,0,3,920.4,14.8,14.2
08 06 2018 04:30,22.9,0,3,920.4,14.8,14.2
08 06 2018 04:40,22.9,0,3,920.4,14.8,14.2
08 06 2018 04:50,22.9,0,3,920.4,14.8,14.2
08 06 2018 05:00,23.6,0,4,920.5,14,14.1
08 06 2018 05:10,23.6,0,4,920.5,14,14.1
08 06 2018 05:20,23.6,0,4,920.5,14,14.1
08 06 2018 05:30,23.6,0,4,920.5,14,14.1
08 06 2018 05:40,23.6,0,4,920.5,14,14.1
08 06 2018 05:50,23.6,0,4,920.5,14,14.1
08 06 2018 06:00,23.9,0,5,920.3,14.1,14.3
08 06 2018 06:10,23.9,0,5,920.3,14.1,14.3
08 06 2018 06:20,23.9,0,5,920.3,14.1,14.3
08 06 2018 06:30,23.9,0,5,920.3,14.1,14.3
08 06 2018 06:40,23.9,0,5,920.3,14.1,14.3
08 06 2018 06:50,23.9,0,5,920.3,14.1,14.3
08 06 2018 07:00,23.8,0,2,920.1,15.5,14.3
08 06 2018 07:10,23.8,0,2,920.1,15.5,14.3
08 06 2018 07:20,23.8,0,2,920.1,15.5,14.3
08 06 2018 07:30,23.8,0,2,920.1,15.5,14.3
08 06 2018 07:40,23.8,0,2,920.1,15.5,14.3
08 06 2018 07:50,23.8,0,2,920.1,15.5,14.3
08 06 2018 08:00,24.1,0,4,920,15.6,14.3
08 06 2018 08:10,24.1,0,4,920,15.6,14.3
08 06 2018 08:20,24.1,0,4,920,15.6,14.3
08 06 2018 08:30,24.1,0,4,920,15.6,14.3
08 06 2018 08:40,24.1,0,4,920,15.6,14.3
08 06 2018 08:50,24.1,0,4,920,15.6,14.3
08 06 2018 09:00,24.1,0,4,919.7,17.9,14.2
08 06 2018 09:10,24.1,0,4,919.7,17.9,14.2
08 06 2018 09:20,24.1,0,4,919.7,17.9,14.2
08 06 2018 09:30,24.1,0,4,919.7,17.9,14.2
08 06 2018 09:40,24.1,0,4,919.7,17.9,14.2
08 06 2018 09:50,24.1,0,4,919.7,17.9,14.2
08 06 2018 10:00,23.4,0,4,919.3,18.7,14.7
08 06 2018 10:10,23.4,0,4,919.3,18.7,14.7
08 06 2018 10:20,23.4,0,4,919.3,18.7,14.7
08 06 2018 10:30,23.4,0,4,919.3,18.7,14.7
08 06 2018 10:40,23.4,0,4,919.3,18.7,14.7
08 06 2018 10:50,23.4,0,4,919.3,18.7,14.7
08 06 2018 11:00,22.7,0,10,919.2,17.6,15.4
08 06 2018 11:10,22.7,0,10,919.2,17.6,15.4
08 06 2018 11:20,22.7,0,10,919.2,17.6,15.4
08 06 2018 11:30,22.7,0,10,919.2,17.6,15.4
08 06 2018 11:40,22.7,0,10,919.2,17.6,15.4
08 06 2018 11:50,22.7,0,10,919.2,17.6,15.4
08 06 2018 12:00,21.8,0,4,919,16.7,15.5
08 06 2018 12:10,21.8,0,4,919,16.7,15.5
08 06 2018 12:20,21.8,0,4,919,16.7,15.5
08 06 2018 12:30,21.8,0,4,919,16.7,15.5
08 06 2018 12:40,21.8,0,4,919,16.7,15.5
08 06 2018 12:50,21.8,0,4,919,16.7,15.5
08 06 2018 13:00,20.7,0,6,918.9,13.9,16
08 06 2018 13:10,20.7,0,6,918.9,13.9,16
08 06 2018 13:20,20.7,0,6,918.9,13.9,16
08 06 2018 13:30,20.7,0,6,918.9,13.9,16
08 06 2018 13:40,20.7,0,6,918.9,13.9,16
08 06 2018 13:50,20.7,0,6,918.9,13.9,16
08 06 2018 14:00,19.8,0,3,918.9,11.8,16.3
08 06 2018 14:10,19.8,0,3,918.9,11.8,16.3
08 06 2018 14:20,19.8,0,3,918.9,11.8,16.3
08 06 2018 14:30,19.8,0,3,918.9,11.8,16.3
08 06 2018 14:40,19.8,0,3,918.9,11.8,16.3
08 06 2018 14:50,19.8,0,3,918.9,11.8,16.3
08 06 2018 15:00,19.2,0,5,919.4,9.6,16.4
08 06 2018 15:10,19.2,0,5,919.4,9.6,16.4
08 06 2018 15:20,19.2,0,5,919.4,9.6,16.4
08 06 2018 15:30,19.2,0,5,919.4,9.6,16.4
08 06 2018 15:40,19.2,0,5,919.4,9.6,16.4
08 06 2018 15:50,19.2,0,5,919.4,9.6,16.4
08 06 2018 16:00,18.8,0,6,919.2,8.9,16.6
08 06 2018 16:10,18.8,0,6,919.2,8.9,16.6
08 06 2018 16:20,18.8,0,6,919.2,8.9,16.6
08 06 2018 16:30,18.8,0,6,919.2,8.9,16.6
08 06 2018 16:40,18.8,0,6,919.2,8.9,16.6
08 06 2018 16:50,18.8,0,6,919.2,8.9,16.6
08 06 2018 17:00,18.4,0,2,918.9,7.7,16.8
08 06 2018 17:10,18.4,0,2,918.9,7.7,16.8
08 06 2018 17:20,18.4,0,2,918.9,7.7,16.8
08 06 2018 17:30,18.4,0,2,918.9,7.7,16.8
08 06 2018 17:40,18.4,0,2,918.9,7.7,16.8
08 06 2018 17:50,18.4,0,2,918.9,7.7,16.8
08 06 2018 18:00,17.9,0,2,918.4,6.9,16.9
08 06 2018 18:10,17.9,0,2,918.4,6.9,16.9
08 06 2018 18:20,17.9,0,2,918.4,6.9,16.9
08 06 2018 18:30,17.9,0,2,918.4,6.9,16.9
08 06 2018 18:40,17.9,0,2,918.4,6.9,16.9
08 06 2018 18:50,17.9,0,2,918.4,6.9,16.9
08 06 2018 19:00,17.5,0,3,918.1,5.8,16.8
08 06 2018 19:10,17.5,0,3,918.1,5.8,16.8
08 06 2018 19:20,17.5,0,3,918.1,5.8,16.8
08 06 2018 19:30,17.5,0,3,918.1,5.8,16.8
08 06 2018 19:40,17.5,0,3,918.1,5.8,16.8
08 06 2018 19:50,17.5,0,3,918.1,5.8,16.8
08 06 2018 20:00,17.1,0,30,918,5.3,16.8
08 06 2018 20:10,17.1,0,30,918,5.3,16.8
08 06 2018 20:20,17.1,0,30,918,5.3,16.8
08 06 2018 20:30,17.1,0,30,918,5.3,16.8
08 06 2018 20:40,17.1,0,30,918,5.3,16.8
08 06 2018 20:50,17.1,0,30,918,5.3,16.8
08 06 2018 21:00,16.7,0,17,917.8,6,16.5
08 06 2018 21:10,16.7,0,17,917.8,6,16.5
08 06 2018 21:20,16.7,0,17,917.8,6,16.5
08 06 2018 21:30,16.7,0,17,917.8,6,16.5
08 06 2018 21:40,16.7,0,17,917.8,6,16.5
08 06 2018 21:50,16.7,0,17,917.8,6,16.5
08 06 2018 22:00,16.5,0,16,917.6,6.6,16.4
08 06 2018 22:10,16.5,0,16,917.6,6.6,16.4
08 06 2018 22:20,16.5,0,16,917.6,6.6,16.4
08 06 2018 22:30,16.5,0,16,917.6,6.6,16.4
08 06 2018 22:40,16.5,0,16,917.6,6.6,16.4
08 06 2018 22:50,16.5,0,16,917.6,6.6,16.4
08 06 2018 23:00,16.4,0,20,917.7,6.7,16.2
08 06 2018 23:10,16.4,0,20,917.7,6.7,16.2
08 06 2018 23:20,16.4,0,20,917.7,6.7,16.2
08 06 2018 23:30,16.4,0,20,917.7,6.7,16.2
08 06 2018 23:40,16.4,0,20,917.7,6.7,16.2
08 06 2018 23:50,16.4,0,20,917.7,6.7,16.2
08 07 2018 00:00,18,0,26,918.6,6.6,17
08 07 2018 00:10,18,0,26,918.6,6.6,17
08 07 2018 00:20,18,0,26,918.6,6.6,17
